"Rep Date
تاريخ الحادث","
Rep Year
 سنة الحادث
","No of accidents
 عدد الحوادث","No of Injured 
عدد الاصابات"
22/09/2016,2016,30,0
22/09/2016,2016,9,0
22/09/2016,2016,18,0
22/09/2016,2016,20,0
22/10/2016,2016,1,0
22/10/2016,2016,1,0
22/10/2016,2016,1,0
22/10/2016,2016,2,0
22/10/2016,2016,3,0
22/10/2016,2016,5,0
22/10/2016,2016,4,0
22/10/2016,2016,7,0
22/10/2016,2016,9,0
22/10/2016,2016,6,0
22/10/2016,2016,11,0
22/10/2016,2016,15,0
22/10/2016,2016,18,0
22/10/2016,2016,8,0
22/10/2016,2016,23,0
22/10/2016,2016,17,0
22/11/2016,2016,1,0
22/11/2016,2016,1,0
22/11/2016,2016,1,0
22/11/2016,2016,1,0
22/11/2016,2016,2,0
22/11/2016,2016,4,0
22/11/2016,2016,6,0
22/11/2016,2016,14,0
22/11/2016,2016,5,0
22/11/2016,2016,3,0
22/11/2016,2016,13,0
22/11/2016,2016,8,0
22/11/2016,2016,7,0
22/11/2016,2016,9,0
22/11/2016,2016,10,0
22/11/2016,2016,19,0
22/11/2016,2016,23,0
22/11/2016,2016,12,0
22/12/2016,2016,1,0
22/12/2016,2016,1,0
22/12/2016,2016,1,0
22/12/2016,2016,2,0
22/12/2016,2016,3,0
22/12/2016,2016,6,0
22/12/2016,2016,4,0
22/12/2016,2016,5,0
22/12/2016,2016,7,0
22/12/2016,2016,8,0
22/12/2016,2016,10,0
22/12/2016,2016,12,0
22/12/2016,2016,26,0
22/12/2016,2016,17,0
22/12/2016,2016,19,0
23/01/2016,2016,1,0
23/01/2016,2016,1,0
23/01/2016,2016,1,0
23/01/2016,2016,2,0
23/01/2016,2016,3,0
23/01/2016,2016,5,0
23/01/2016,2016,4,0
23/01/2016,2016,8,0
23/01/2016,2016,10,0
23/01/2016,2016,13,0
23/01/2016,2016,29,0
23/01/2016,2016,7,0
23/01/2016,2016,6,0
23/01/2016,2016,16,0
23/01/2016,2016,15,0
23/02/2016,2016,1,0
23/02/2016,2016,1,0
23/02/2016,2016,1,0
23/02/2016,2016,1,0
23/02/2016,2016,1,0
23/02/2016,2016,2,0
23/02/2016,2016,3,0
23/02/2016,2016,5,0
23/02/2016,2016,13,0
23/02/2016,2016,4,0
23/02/2016,2016,11,0
23/02/2016,2016,8,0
23/02/2016,2016,7,0
23/02/2016,2016,17,0
23/02/2016,2016,15,0
23/02/2016,2016,19,0
23/02/2016,2016,16,0
23/03/2016,2016,1,0
23/03/2016,2016,1,0
23/03/2016,2016,1,0
23/03/2016,2016,3,0
23/03/2016,2016,4,0
23/03/2016,2016,5,0
23/03/2016,2016,6,0
23/03/2016,2016,2,0
23/03/2016,2016,14,0
23/03/2016,2016,7,0
23/03/2016,2016,8,0
23/03/2016,2016,11,0
23/03/2016,2016,23,0
23/03/2016,2016,12,0
23/03/2016,2016,10,0
23/03/2016,2016,28,0
23/03/2016,2016,22,0
23/04/2016,2016,1,0
23/04/2016,2016,1,0
23/04/2016,2016,1,0
23/04/2016,2016,3,0
23/04/2016,2016,2,0
23/04/2016,2016,4,0
23/04/2016,2016,5,0
23/04/2016,2016,6,0
23/04/2016,2016,8,0
23/04/2016,2016,7,0
23/04/2016,2016,12,0
23/04/2016,2016,10,0
23/04/2016,2016,20,0
23/04/2016,2016,11,0
23/04/2016,2016,13,0
23/05/2016,2016,1,0
23/05/2016,2016,1,0
23/05/2016,2016,2,0
23/05/2016,2016,4,0
23/05/2016,2016,5,0
23/05/2016,2016,10,0
23/05/2016,2016,22,0
23/05/2016,2016,7,0
23/05/2016,2016,3,0
23/05/2016,2016,8,0
23/05/2016,2016,6,0
23/05/2016,2016,17,0
23/05/2016,2016,13,0
23/05/2016,2016,18,0
23/05/2016,2016,16,0
23/05/2016,2016,30,0
23/05/2016,2016,30,0
23/06/2016,2016,1,0
23/06/2016,2016,1,0
23/06/2016,2016,1,0
23/06/2016,2016,2,0
23/06/2016,2016,4,0
23/06/2016,2016,8,0
23/06/2016,2016,3,0
23/06/2016,2016,15,0
23/06/2016,2016,5,0
23/06/2016,2016,12,0
23/06/2016,2016,6,0
23/06/2016,2016,20,0
23/06/2016,2016,7,0
23/06/2016,2016,11,0
23/06/2016,2016,13,0
23/06/2016,2016,18,0
23/06/2016,2016,29,0
23/06/2016,2016,30,0
23/06/2016,2016,10,0
23/06/2016,2016,16,0
23/06/2016,2016,24,0
23/06/2016,2016,19,0
23/07/2016,2016,1,0
23/07/2016,2016,1,0
23/07/2016,2016,1,0
23/07/2016,2016,2,0
23/07/2016,2016,3,0
23/07/2016,2016,4,0
23/07/2016,2016,13,0
23/07/2016,2016,6,0
23/07/2016,2016,5,0
23/07/2016,2016,8,0
23/07/2016,2016,7,0
23/07/2016,2016,24,0
23/07/2016,2016,20,0
23/07/2016,2016,9,0
23/07/2016,2016,12,0
23/07/2016,2016,25,0
23/08/2016,2016,1,0
23/08/2016,2016,1,0
23/08/2016,2016,2,0
23/08/2016,2016,3,0
23/08/2016,2016,21,0
23/08/2016,2016,8,0
23/08/2016,2016,7,0
23/08/2016,2016,13,0
23/08/2016,2016,4,0
23/08/2016,2016,12,0
23/08/2016,2016,6,0
23/08/2016,2016,11,0
23/08/2016,2016,5,0
23/08/2016,2016,18,0
23/08/2016,2016,30,0
23/08/2016,2016,19,0
23/08/2016,2016,27,0
23/09/2016,2016,1,0
23/09/2016,2016,1,0
23/09/2016,2016,2,0
23/09/2016,2016,1,0
23/09/2016,2016,5,0
23/09/2016,2016,3,0
23/09/2016,2016,4,0
23/09/2016,2016,10,0
23/09/2016,2016,6,0
23/09/2016,2016,7,0
23/09/2016,2016,23,0
23/10/2016,2016,1,0
23/10/2016,2016,1,0
23/10/2016,2016,1,0
23/10/2016,2016,2,0
23/10/2016,2016,5,0
23/10/2016,2016,3,0
23/10/2016,2016,4,0
23/10/2016,2016,19,0
23/10/2016,2016,7,0
23/10/2016,2016,8,0
23/10/2016,2016,6,0
23/10/2016,2016,17,0
23/10/2016,2016,11,0
23/10/2016,2016,15,0
23/10/2016,2016,30,0
23/10/2016,2016,13,0
23/10/2016,2016,28,0
23/10/2016,2016,14,0
23/11/2016,2016,1,0
23/11/2016,2016,1,0
23/11/2016,2016,1,0
23/11/2016,2016,2,0
23/11/2016,2016,10,0
23/11/2016,2016,3,0
23/11/2016,2016,21,0
23/11/2016,2016,5,0
23/11/2016,2016,8,0
23/11/2016,2016,4,0
23/11/2016,2016,6,0
23/11/2016,2016,7,0
23/11/2016,2016,17,0
23/11/2016,2016,9,0
23/11/2016,2016,14,0
23/11/2016,2016,16,0
23/11/2016,2016,27,0
23/11/2016,2016,30,0
23/12/2016,2016,1,0
23/12/2016,2016,1,0
23/12/2016,2016,1,0
23/12/2016,2016,2,0
23/12/2016,2016,3,0
23/12/2016,2016,7,0
23/12/2016,2016,4,0
23/12/2016,2016,5,0
23/12/2016,2016,8,0
23/12/2016,2016,6,0
23/12/2016,2016,24,0
24/01/2016,2016,1,0
24/01/2016,2016,1,0
24/01/2016,2016,1,0
24/01/2016,2016,1,0
24/01/2016,2016,2,0
24/01/2016,2016,3,0
24/01/2016,2016,9,0
24/01/2016,2016,4,0
24/01/2016,2016,15,0
24/01/2016,2016,5,0
24/01/2016,2016,13,0
24/01/2016,2016,6,0
24/01/2016,2016,12,0
24/01/2016,2016,11,0
24/01/2016,2016,25,0
24/01/2016,2016,8,0
24/01/2016,2016,17,0
24/02/2016,2016,1,0
24/02/2016,2016,1,0
24/02/2016,2016,3,0
24/02/2016,2016,4,0
24/02/2016,2016,2,0
24/02/2016,2016,9,0
24/02/2016,2016,6,0
24/02/2016,2016,7,0
24/02/2016,2016,5,0
24/02/2016,2016,12,0
24/02/2016,2016,27,0
24/02/2016,2016,8,0
24/02/2016,2016,10,0
24/02/2016,2016,14,0
24/02/2016,2016,13,0
24/03/2016,2016,1,0
24/03/2016,2016,1,0
24/03/2016,2016,2,0
24/03/2016,2016,1,0
24/03/2016,2016,5,0
24/03/2016,2016,7,0
24/03/2016,2016,4,0
24/03/2016,2016,3,0
24/03/2016,2016,24,0
24/03/2016,2016,8,0
24/03/2016,2016,6,0
24/03/2016,2016,20,0
24/03/2016,2016,12,0
24/03/2016,2016,18,0
24/03/2016,2016,30,0
24/03/2016,2016,9,0
24/03/2016,2016,14,0
24/03/2016,2016,25,0
24/04/2016,2016,1,0
24/04/2016,2016,1,0
24/04/2016,2016,2,0
24/04/2016,2016,13,0
24/04/2016,2016,3,0
24/04/2016,2016,14,0
24/04/2016,2016,6,0
24/04/2016,2016,8,0
24/04/2016,2016,4,0
24/04/2016,2016,7,0
24/04/2016,2016,5,0
24/04/2016,2016,21,0
24/04/2016,2016,10,0
24/04/2016,2016,12,0
24/04/2016,2016,17,0
24/04/2016,2016,26,0
24/04/2016,2016,9,0
24/04/2016,2016,20,0
24/04/2016,2016,18,0
24/05/2016,2016,1,0
24/05/2016,2016,1,0
24/05/2016,2016,1,0
24/05/2016,2016,3,0
24/05/2016,2016,2,0
24/05/2016,2016,6,0
24/05/2016,2016,4,0
24/05/2016,2016,12,0
24/05/2016,2016,5,0
24/05/2016,2016,7,0
24/05/2016,2016,11,0
24/05/2016,2016,8,0
24/05/2016,2016,9,0
24/05/2016,2016,13,0
24/05/2016,2016,17,0
24/05/2016,2016,30,0
24/05/2016,2016,27,0
24/05/2016,2016,21,0
24/06/2016,2016,1,0
24/06/2016,2016,1,0
24/06/2016,2016,1,0
24/06/2016,2016,1,0
24/06/2016,2016,3,0
24/06/2016,2016,4,0
24/06/2016,2016,2,0
24/06/2016,2016,6,0
24/06/2016,2016,5,0
24/06/2016,2016,8,0
24/06/2016,2016,10,0
24/06/2016,2016,13,0
24/06/2016,2016,23,0
24/07/2016,2016,1,0
24/07/2016,2016,1,0
24/07/2016,2016,1,0
24/07/2016,2016,1,0
24/07/2016,2016,1,0
24/07/2016,2016,3,0
24/07/2016,2016,2,0
24/07/2016,2016,6,0
24/07/2016,2016,5,0
24/07/2016,2016,10,0
24/07/2016,2016,4,0
24/07/2016,2016,8,0
24/07/2016,2016,9,0
24/07/2016,2016,14,0
24/07/2016,2016,7,0
24/07/2016,2016,11,0
24/07/2016,2016,12,0
24/07/2016,2016,15,0
24/07/2016,2016,30,0
24/07/2016,2016,26,0
24/07/2016,2016,25,0
24/08/2016,2016,1,0
24/08/2016,2016,1,0
24/08/2016,2016,1,0
24/08/2016,2016,2,0
24/08/2016,2016,5,0
24/08/2016,2016,4,0
24/08/2016,2016,6,0
24/08/2016,2016,14,0
24/08/2016,2016,8,0
24/08/2016,2016,3,0
24/08/2016,2016,7,0
24/08/2016,2016,18,0
24/08/2016,2016,12,0
24/08/2016,2016,13,0
24/08/2016,2016,26,0
24/08/2016,2016,11,0
24/08/2016,2016,29,0
24/08/2016,2016,20,0
24/09/2016,2016,1,0
24/09/2016,2016,1,0
24/09/2016,2016,1,0
24/09/2016,2016,2,0
24/09/2016,2016,4,0
24/09/2016,2016,6,0
24/09/2016,2016,11,0
24/09/2016,2016,3,0
24/09/2016,2016,8,0
24/09/2016,2016,5,0
24/09/2016,2016,13,0
24/09/2016,2016,10,0
24/09/2016,2016,20,0
24/09/2016,2016,14,0
24/09/2016,2016,7,0
24/09/2016,2016,16,0
24/09/2016,2016,17,0
24/10/2016,2016,1,0
24/10/2016,2016,1,0
24/10/2016,2016,1,0
24/10/2016,2016,2,0
24/10/2016,2016,12,0
24/10/2016,2016,5,0
24/10/2016,2016,3,0
24/10/2016,2016,11,0
24/10/2016,2016,7,0
24/10/2016,2016,4,0
24/10/2016,2016,6,0
24/10/2016,2016,8,0
24/10/2016,2016,13,0
24/10/2016,2016,18,0
24/10/2016,2016,14,0
24/10/2016,2016,29,0
24/10/2016,2016,27,0
24/10/2016,2016,23,0
24/11/2016,2016,1,0
24/11/2016,2016,1,0
24/11/2016,2016,1,0
24/11/2016,2016,1,0
24/11/2016,2016,2,0
24/11/2016,2016,3,0
24/11/2016,2016,14,0
24/11/2016,2016,4,0
24/11/2016,2016,13,0
24/11/2016,2016,8,0
24/11/2016,2016,11,0
24/11/2016,2016,6,0
24/11/2016,2016,5,0
24/11/2016,2016,7,0
24/11/2016,2016,24,0
24/11/2016,2016,10,0
24/11/2016,2016,9,0
24/11/2016,2016,16,0
24/11/2016,2016,25,0
24/11/2016,2016,30,0
24/12/2016,2016,2,0
24/12/2016,2016,1,0
24/12/2016,2016,3,0
24/12/2016,2016,5,0
24/12/2016,2016,6,0
24/12/2016,2016,4,0
24/12/2016,2016,7,0
24/12/2016,2016,9,0
24/12/2016,2016,10,0
24/12/2016,2016,30,0
24/12/2016,2016,8,0
24/12/2016,2016,25,0
25/01/2016,2016,1,0
25/01/2016,2016,1,0
25/01/2016,2016,1,0
25/01/2016,2016,2,0
25/01/2016,2016,6,0
25/01/2016,2016,4,0
25/01/2016,2016,3,0
25/01/2016,2016,24,0
25/01/2016,2016,12,0
25/01/2016,2016,5,0
25/01/2016,2016,7,0
25/01/2016,2016,20,0
25/01/2016,2016,8,0
25/01/2016,2016,11,0
25/01/2016,2016,9,0
25/01/2016,2016,15,0
25/01/2016,2016,10,0
25/01/2016,2016,30,0
25/01/2016,2016,16,0
25/01/2016,2016,22,0
25/01/2016,2016,17,0
25/02/2016,2016,1,0
25/02/2016,2016,2,0
25/02/2016,2016,3,0
25/02/2016,2016,10,0
25/02/2016,2016,5,0
25/02/2016,2016,4,0
25/02/2016,2016,22,0
25/02/2016,2016,6,0
25/02/2016,2016,11,0
25/02/2016,2016,16,0
25/02/2016,2016,8,0
25/02/2016,2016,7,0
25/02/2016,2016,9,0
25/02/2016,2016,21,0
25/02/2016,2016,20,0
25/02/2016,2016,26,0
25/02/2016,2016,27,0
25/03/2016,2016,1,0
25/03/2016,2016,1,0
25/03/2016,2016,1,0
25/03/2016,2016,1,0
25/03/2016,2016,1,0
25/03/2016,2016,2,0
25/03/2016,2016,3,0
25/03/2016,2016,5,0
25/03/2016,2016,6,0
25/03/2016,2016,9,0
25/03/2016,2016,4,0
25/03/2016,2016,16,0
25/03/2016,2016,7,0
25/04/2016,2016,1,0
25/04/2016,2016,1,0
25/04/2016,2016,2,0
25/04/2016,2016,1,0
25/04/2016,2016,3,0
25/04/2016,2016,5,0
25/04/2016,2016,4,0
25/04/2016,2016,21,0
25/04/2016,2016,8,0
25/04/2016,2016,9,0
25/04/2016,2016,27,0
25/04/2016,2016,6,0
25/04/2016,2016,7,0
25/04/2016,2016,18,0
25/04/2016,2016,22,0
25/04/2016,2016,26,0
25/04/2016,2016,14,0
25/04/2016,2016,30,0
25/05/2016,2016,1,0
25/05/2016,2016,1,0
25/05/2016,2016,1,0
25/05/2016,2016,4,0
25/05/2016,2016,5,0
25/05/2016,2016,2,0
25/05/2016,2016,6,0
25/05/2016,2016,10,0
25/05/2016,2016,12,0
25/05/2016,2016,3,0
25/05/2016,2016,15,0
25/05/2016,2016,13,0
25/05/2016,2016,19,0
25/05/2016,2016,22,0
25/05/2016,2016,30,0
25/05/2016,2016,20,0
25/05/2016,2016,14,0
25/06/2016,2016,1,0
25/06/2016,2016,1,0
25/06/2016,2016,2,0
25/06/2016,2016,3,0
25/06/2016,2016,5,0
25/06/2016,2016,4,0
25/06/2016,2016,7,0
25/06/2016,2016,9,0
25/06/2016,2016,6,0
25/06/2016,2016,13,0
25/06/2016,2016,15,0
25/06/2016,2016,20,0
25/06/2016,2016,19,0
25/06/2016,2016,12,0
25/06/2016,2016,21,0
25/07/2016,2016,1,0
25/07/2016,2016,1,0
25/07/2016,2016,1,0
25/07/2016,2016,1,0
25/07/2016,2016,2,0
25/07/2016,2016,5,0
25/07/2016,2016,3,0
25/07/2016,2016,7,0
25/07/2016,2016,9,0
25/07/2016,2016,4,0
25/07/2016,2016,10,0
25/07/2016,2016,8,0
25/07/2016,2016,15,0
25/07/2016,2016,14,0
25/07/2016,2016,23,0
25/07/2016,2016,30,0
25/07/2016,2016,6,0
25/07/2016,2016,11,0
25/08/2016,2016,1,0
25/08/2016,2016,1,0
25/08/2016,2016,2,0
25/08/2016,2016,5,0
25/08/2016,2016,3,0
25/08/2016,2016,6,0
25/08/2016,2016,4,0
25/08/2016,2016,10,0
25/08/2016,2016,20,0
25/08/2016,2016,8,0
25/08/2016,2016,11,0
25/08/2016,2016,7,0
25/08/2016,2016,17,0
25/08/2016,2016,16,0
25/08/2016,2016,30,0
25/08/2016,2016,12,0
25/08/2016,2016,13,0
25/08/2016,2016,26,0
25/09/2016,2016,1,0
25/09/2016,2016,1,0
25/09/2016,2016,4,0
25/09/2016,2016,2,0
25/09/2016,2016,5,0
25/09/2016,2016,3,0
25/09/2016,2016,13,0
25/09/2016,2016,7,0
25/09/2016,2016,6,0
25/09/2016,2016,16,0
25/09/2016,2016,10,0
25/09/2016,2016,8,0
25/09/2016,2016,15,0
25/09/2016,2016,20,0
25/09/2016,2016,30,0
25/09/2016,2016,9,0
25/09/2016,2016,17,0
25/09/2016,2016,19,0
25/10/2016,2016,1,0
25/10/2016,2016,1,0
25/10/2016,2016,2,0
25/10/2016,2016,4,0
25/10/2016,2016,8,0
25/10/2016,2016,6,0
25/10/2016,2016,14,0
25/10/2016,2016,3,0
25/10/2016,2016,9,0
25/10/2016,2016,5,0
25/10/2016,2016,7,0
25/10/2016,2016,12,0
25/10/2016,2016,15,0
25/10/2016,2016,17,0
25/10/2016,2016,29,0
25/10/2016,2016,13,0
25/10/2016,2016,21,0
25/10/2016,2016,18,0
25/11/2016,2016,1,0
25/11/2016,2016,1,0
25/11/2016,2016,1,0
25/11/2016,2016,1,0
25/11/2016,2016,2,0
25/11/2016,2016,4,0
25/11/2016,2016,3,0
25/11/2016,2016,5,0
25/11/2016,2016,6,0
25/11/2016,2016,7,0
25/11/2016,2016,9,0
25/11/2016,2016,13,0
25/12/2016,2016,1,0
25/12/2016,2016,1,0
25/12/2016,2016,1,0
25/12/2016,2016,4,0
25/12/2016,2016,2,0
25/12/2016,2016,5,0
25/12/2016,2016,7,0
25/12/2016,2016,3,0
25/12/2016,2016,14,0
25/12/2016,2016,6,0
25/12/2016,2016,12,0
25/12/2016,2016,8,0
25/12/2016,2016,15,0
25/12/2016,2016,30,0
25/12/2016,2016,13,0
25/12/2016,2016,19,0
26/01/2016,2016,1,0
26/01/2016,2016,1,0
26/01/2016,2016,1,0
26/01/2016,2016,2,0
26/01/2016,2016,4,0
26/01/2016,2016,3,0
26/01/2016,2016,10,0
26/01/2016,2016,8,0
26/01/2016,2016,5,0
26/01/2016,2016,11,0
26/01/2016,2016,6,0
26/01/2016,2016,17,0
26/01/2016,2016,14,0
26/01/2016,2016,12,0
26/01/2016,2016,23,0
26/01/2016,2016,9,0
26/02/2016,2016,1,0
26/02/2016,2016,1,0
26/02/2016,2016,1,0
26/02/2016,2016,2,0
26/02/2016,2016,3,0
26/02/2016,2016,7,0
26/02/2016,2016,4,0
26/02/2016,2016,5,0
26/02/2016,2016,6,0
26/02/2016,2016,17,0
26/02/2016,2016,14,0
26/03/2016,2016,1,0
26/03/2016,2016,1,0
26/03/2016,2016,1,0
26/03/2016,2016,1,0
26/03/2016,2016,5,0
26/03/2016,2016,2,0
26/03/2016,2016,3,0
26/03/2016,2016,4,0
26/03/2016,2016,11,0
26/03/2016,2016,7,0
26/03/2016,2016,17,0
26/03/2016,2016,30,0
26/03/2016,2016,6,0
26/03/2016,2016,9,0
26/03/2016,2016,29,0
26/03/2016,2016,14,0
26/04/2016,2016,1,0
26/04/2016,2016,1,0
26/04/2016,2016,2,0
26/04/2016,2016,12,0
26/04/2016,2016,3,0
26/04/2016,2016,4,0
26/04/2016,2016,14,0
26/04/2016,2016,8,0
26/04/2016,2016,9,0
26/04/2016,2016,6,0
26/04/2016,2016,5,0
26/04/2016,2016,18,0
26/04/2016,2016,11,0
26/04/2016,2016,17,0
26/04/2016,2016,20,0
26/04/2016,2016,10,0
26/04/2016,2016,24,0
26/04/2016,2016,7,0
26/04/2016,2016,26,0
26/04/2016,2016,21,0
26/05/2016,2016,1,0
26/05/2016,2016,1,0
26/05/2016,2016,1,0
26/05/2016,2016,5,0
26/05/2016,2016,2,0
26/05/2016,2016,7,0
26/05/2016,2016,4,0
26/05/2016,2016,8,0
26/05/2016,2016,18,0
26/05/2016,2016,3,0
26/05/2016,2016,6,0
26/05/2016,2016,14,0
26/05/2016,2016,21,0
26/05/2016,2016,13,0
26/05/2016,2016,9,0
26/05/2016,2016,29,0
26/05/2016,2016,20,0
26/05/2016,2016,30,0
26/05/2016,2016,11,0
26/05/2016,2016,24,0
26/05/2016,2016,22,0
26/06/2016,2016,1,0
26/06/2016,2016,1,0
26/06/2016,2016,1,0
26/06/2016,2016,1,0
26/06/2016,2016,3,0
26/06/2016,2016,2,0
26/06/2016,2016,4,0
26/06/2016,2016,13,0
26/06/2016,2016,10,0
26/06/2016,2016,5,0
26/06/2016,2016,7,0
26/06/2016,2016,16,0
26/06/2016,2016,11,0
26/06/2016,2016,22,0
26/06/2016,2016,8,0
26/06/2016,2016,30,0
26/06/2016,2016,12,0
26/06/2016,2016,14,0
26/06/2016,2016,21,0
26/07/2016,2016,1,0
26/07/2016,2016,1,0
26/07/2016,2016,2,0
26/07/2016,2016,5,0
26/07/2016,2016,9,0
26/07/2016,2016,3,0
26/07/2016,2016,4,0
26/07/2016,2016,8,0
26/07/2016,2016,7,0
26/07/2016,2016,6,0
26/07/2016,2016,10,0
26/07/2016,2016,19,0
26/07/2016,2016,18,0
26/07/2016,2016,20,0
26/07/2016,2016,11,0
26/08/2016,2016,1,0
26/08/2016,2016,1,0
26/08/2016,2016,1,0
26/08/2016,2016,1,0
26/08/2016,2016,2,0
26/08/2016,2016,19,0
26/08/2016,2016,3,0
26/08/2016,2016,5,0
26/08/2016,2016,4,0
26/08/2016,2016,6,0
26/08/2016,2016,10,0
26/08/2016,2016,18,0
26/08/2016,2016,9,0
26/09/2016,2016,1,0
26/09/2016,2016,1,0
26/09/2016,2016,1,0
26/09/2016,2016,2,0
26/09/2016,2016,3,0
26/09/2016,2016,10,0
26/09/2016,2016,9,0
26/09/2016,2016,30,0
26/09/2016,2016,4,0
26/09/2016,2016,13,0
26/09/2016,2016,5,0
26/09/2016,2016,6,0
26/09/2016,2016,8,0
26/09/2016,2016,12,0
26/09/2016,2016,7,0
26/09/2016,2016,14,0
26/09/2016,2016,30,0
26/09/2016,2016,30,0
26/09/2016,2016,18,0
26/10/2016,2016,1,0
26/10/2016,2016,1,0
26/10/2016,2016,1,0
26/10/2016,2016,2,0
26/10/2016,2016,4,0
26/10/2016,2016,3,0
26/10/2016,2016,5,0
26/10/2016,2016,13,0
26/10/2016,2016,7,0
26/10/2016,2016,6,0
26/10/2016,2016,8,0
26/10/2016,2016,10,0
26/10/2016,2016,9,0
26/10/2016,2016,28,0
26/10/2016,2016,19,0
26/10/2016,2016,30,0
26/10/2016,2016,14,0
26/10/2016,2016,15,0
26/10/2016,2016,20,0
26/10/2016,2016,27,0
26/11/2016,2016,1,0
26/11/2016,2016,1,0
26/11/2016,2016,1,0
26/11/2016,2016,1,0
26/11/2016,2016,3,0
26/11/2016,2016,2,0
26/11/2016,2016,6,0
26/11/2016,2016,5,0
26/11/2016,2016,4,0
26/11/2016,2016,7,0
26/11/2016,2016,8,0
26/11/2016,2016,12,0
26/11/2016,2016,9,0
26/11/2016,2016,26,0
26/11/2016,2016,13,0
26/11/2016,2016,21,0
26/11/2016,2016,22,0
26/12/2016,2016,1,0
26/12/2016,2016,1,0
26/12/2016,2016,2,0
26/12/2016,2016,3,0
26/12/2016,2016,4,0
26/12/2016,2016,9,0
26/12/2016,2016,5,0
26/12/2016,2016,8,0
26/12/2016,2016,18,0
26/12/2016,2016,6,0
26/12/2016,2016,15,0
26/12/2016,2016,17,0
26/12/2016,2016,23,0
26/12/2016,2016,19,0
26/12/2016,2016,14,0
27/01/2016,2016,1,0
27/01/2016,2016,1,0
27/01/2016,2016,1,0
27/01/2016,2016,2,0
27/01/2016,2016,4,0
27/01/2016,2016,3,0
27/01/2016,2016,8,0
27/01/2016,2016,9,0
27/01/2016,2016,22,0
27/01/2016,2016,17,0
27/01/2016,2016,6,0
27/01/2016,2016,5,0
27/01/2016,2016,13,0
27/01/2016,2016,16,0
27/01/2016,2016,23,0
27/01/2016,2016,15,0
27/02/2016,2016,1,0
27/02/2016,2016,2,0
27/02/2016,2016,1,0
27/02/2016,2016,3,0
27/02/2016,2016,4,0
27/02/2016,2016,7,0
27/02/2016,2016,6,0
27/02/2016,2016,5,0
27/02/2016,2016,9,0
27/02/2016,2016,10,0
27/02/2016,2016,18,0
27/02/2016,2016,20,0
27/02/2016,2016,30,0
27/02/2016,2016,13,0
27/02/2016,2016,12,0
27/02/2016,2016,28,0
27/02/2016,2016,17,0
27/03/2016,2016,1,0
27/03/2016,2016,1,0
27/03/2016,2016,2,0
27/03/2016,2016,5,0
27/03/2016,2016,8,0
27/03/2016,2016,3,0
27/03/2016,2016,7,0
27/03/2016,2016,9,0
27/03/2016,2016,4,0
27/03/2016,2016,6,0
27/03/2016,2016,18,0
27/03/2016,2016,11,0
27/03/2016,2016,24,0
27/03/2016,2016,23,0
27/03/2016,2016,15,0
27/04/2016,2016,1,0
27/04/2016,2016,1,0
27/04/2016,2016,1,0
27/04/2016,2016,4,0
27/04/2016,2016,2,0
27/04/2016,2016,8,0
27/04/2016,2016,5,0
27/04/2016,2016,18,0
27/04/2016,2016,12,0
27/04/2016,2016,6,0
27/04/2016,2016,3,0
27/04/2016,2016,10,0
27/04/2016,2016,7,0
27/04/2016,2016,9,0
27/04/2016,2016,13,0
27/04/2016,2016,11,0
27/04/2016,2016,20,0
27/04/2016,2016,21,0
27/04/2016,2016,25,0
27/05/2016,2016,1,0
27/05/2016,2016,1,0
27/05/2016,2016,1,0
27/05/2016,2016,1,0
27/05/2016,2016,3,0
27/05/2016,2016,7,0
27/05/2016,2016,5,0
27/05/2016,2016,4,0
27/05/2016,2016,2,0
27/05/2016,2016,6,0
27/05/2016,2016,12,0
27/05/2016,2016,10,0
27/05/2016,2016,19,0
27/06/2016,2016,1,0
27/06/2016,2016,1,0
27/06/2016,2016,2,0
27/06/2016,2016,3,0
27/06/2016,2016,4,0
27/06/2016,2016,5,0
27/06/2016,2016,14,0
27/06/2016,2016,7,0
27/06/2016,2016,6,0
27/06/2016,2016,8,0
27/06/2016,2016,10,0
27/06/2016,2016,11,0
27/06/2016,2016,9,0
27/06/2016,2016,23,0
27/06/2016,2016,17,0
27/06/2016,2016,30,0
27/06/2016,2016,26,0
27/06/2016,2016,21,0
27/07/2016,2016,1,0
27/07/2016,2016,1,0
27/07/2016,2016,1,0
27/07/2016,2016,2,0
27/07/2016,2016,3,0
27/07/2016,2016,4,0
27/07/2016,2016,5,0
27/07/2016,2016,13,0
27/07/2016,2016,7,0
27/07/2016,2016,6,0
27/07/2016,2016,8,0
27/07/2016,2016,21,0
27/07/2016,2016,17,0
27/07/2016,2016,27,0
27/07/2016,2016,9,0
27/07/2016,2016,23,0
27/07/2016,2016,10,0
27/08/2016,2016,1,0
27/08/2016,2016,1,0
27/08/2016,2016,2,0
27/08/2016,2016,3,0
27/08/2016,2016,5,0
27/08/2016,2016,6,0
27/08/2016,2016,4,0
27/08/2016,2016,7,0
27/08/2016,2016,11,0
27/08/2016,2016,13,0
27/08/2016,2016,17,0
27/08/2016,2016,28,0
27/08/2016,2016,9,0
27/08/2016,2016,22,0
27/08/2016,2016,23,0
27/09/2016,2016,1,0
27/09/2016,2016,1,0
27/09/2016,2016,1,0
27/09/2016,2016,2,0
27/09/2016,2016,3,0
27/09/2016,2016,7,0
27/09/2016,2016,14,0
27/09/2016,2016,5,0
27/09/2016,2016,4,0
